
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-23 10:25:17 /v1/models ................................. ~ 501.88ms
  2026-04-23 10:25:20 /v1/models ................................. ~ 500.59ms
  2026-04-23 10:25:23 /v1/models ................................. ~ 500.65ms
  2026-04-23 10:25:26 /v1/models ................................. ~ 500.80ms
  2026-04-23 10:25:28 /v1/models ................................. ~ 501.45ms
  2026-04-23 10:25:32 /v1/models ................................. ~ 570.24ms
  2026-04-23 10:25:34 /v1/models ................................. ~ 500.58ms
  2026-04-23 10:25:37 /v1/models ................................... ~ 1.40ms
  2026-04-23 10:25:40 /v1/models ................................. ~ 570.22ms
  2026-04-23 10:25:43 /v1/models ................................... ~ 0.32ms
  2026-04-23 10:25:48 /v1/models ................................. ~ 500.85ms
  2026-04-23 10:25:53 /v1/models ................................... ~ 0.39ms
  2026-04-23 10:25:59 /v1/models ................................. ~ 563.57ms
  2026-04-23 10:26:04 /v1/models ................................... ~ 0.30ms
  2026-04-23 10:26:09 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:26:15 /v1/models ................................. ~ 501.01ms
  2026-04-23 10:26:20 /v1/models ................................. ~ 568.24ms
  2026-04-23 10:26:26 /v1/models ................................. ~ 568.22ms
  2026-04-23 10:26:31 /v1/models ................................. ~ 565.64ms
  2026-04-23 10:26:36 /v1/models ................................. ~ 500.83ms
  2026-04-23 10:26:42 /v1/models ................................... ~ 0.33ms
  2026-04-23 10:26:47 /v1/models ................................. ~ 572.17ms
  2026-04-23 10:26:53 /v1/models ................................. ~ 501.02ms
  2026-04-23 10:26:58 /v1/models ................................. ~ 559.18ms
  2026-04-23 10:27:03 /v1/models ................................... ~ 0.53ms
  2026-04-23 10:27:09 /v1/models ................................. ~ 500.64ms
  2026-04-23 10:27:14 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:27:20 /v1/models ................................. ~ 500.91ms
  2026-04-23 10:27:25 /v1/models ................................. ~ 570.26ms
  2026-04-23 10:27:30 /v1/models ................................. ~ 501.03ms
  2026-04-23 10:27:36 /v1/models ................................... ~ 0.30ms
  2026-04-23 10:27:41 /v1/models ................................. ~ 570.49ms
  2026-04-23 10:27:46 /v1/models ................................. ~ 565.49ms
  2026-04-23 10:27:51 /v1/models ................................. ~ 562.51ms
  2026-04-23 10:27:57 /v1/models ................................. ~ 553.63ms
  2026-04-23 10:28:02 /v1/models ................................. ~ 500.66ms
  2026-04-23 10:28:08 /v1/models ................................. ~ 500.98ms
  2026-04-23 10:28:13 /v1/models ................................... ~ 0.64ms
  2026-04-23 10:28:18 /v1/models ................................. ~ 500.64ms
  2026-04-23 10:28:24 /v1/models ................................. ~ 500.89ms
  2026-04-23 10:28:29 /v1/models ................................. ~ 501.03ms
  2026-04-23 10:28:34 /v1/models ................................. ~ 568.46ms
  2026-04-23 10:28:40 /v1/models ................................. ~ 570.28ms
  2026-04-23 10:28:45 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:28:50 /v1/models ................................. ~ 500.71ms
  2026-04-23 10:28:56 /v1/models ................................. ~ 501.18ms
  2026-04-23 10:29:01 /v1/models ................................. ~ 565.75ms
  2026-04-23 10:29:06 /v1/models ................................. ~ 500.79ms
  2026-04-23 10:29:12 /v1/models ................................. ~ 500.77ms
  2026-04-23 10:29:17 /v1/models ................................. ~ 529.88ms
  2026-04-23 10:29:23 /v1/models ................................. ~ 500.95ms
  2026-04-23 10:29:28 /v1/models ................................. ~ 500.78ms
  2026-04-23 10:29:33 /v1/models ................................. ~ 500.77ms
  2026-04-23 10:29:39 /v1/models ................................. ~ 501.04ms
  2026-04-23 10:29:44 /v1/models ................................. ~ 500.68ms
  2026-04-23 10:29:49 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:29:55 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:30:02 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:30:07 /v1/models ................................. ~ 501.13ms
  2026-04-23 10:30:12 /v1/models ................................. ~ 500.72ms
  2026-04-23 10:30:18 /v1/models ................................. ~ 572.61ms
  2026-04-23 10:30:23 /v1/models ................................. ~ 500.73ms
  2026-04-23 10:30:28 /v1/models ................................. ~ 569.90ms
  2026-04-23 10:30:34 /v1/models ................................. ~ 500.77ms
  2026-04-23 10:30:39 /v1/models ................................... ~ 1.89ms
  2026-04-23 10:30:44 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:30:50 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:30:55 /v1/models ................................. ~ 572.91ms
  2026-04-23 10:31:01 /v1/models ................................. ~ 520.45ms
  2026-04-23 10:31:06 /v1/models ................................... ~ 0.49ms
  2026-04-23 10:31:11 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:31:16 /v1/models ................................... ~ 0.44ms
  2026-04-23 10:31:22 /v1/models ................................. ~ 500.74ms
  2026-04-23 10:31:27 /v1/models ................................. ~ 500.87ms
  2026-04-23 10:31:33 /v1/models ................................. ~ 500.92ms
  2026-04-23 10:31:38 /v1/models ................................... ~ 0.52ms
  2026-04-23 10:31:43 /v1/models ................................. ~ 500.75ms
  2026-04-23 10:31:49 /v1/models ................................. ~ 500.71ms
  2026-04-23 10:31:54 /v1/models ................................. ~ 500.69ms
  2026-04-23 10:32:00 /v1/models ................................. ~ 501.08ms
  2026-04-23 10:32:05 /v1/models ................................. ~ 500.79ms
  2026-04-23 10:32:10 /v1/models ................................. ~ 557.99ms
  2026-04-23 10:32:16 /v1/models ................................. ~ 500.62ms
  2026-04-23 10:32:21 /v1/models ................................... ~ 0.28ms
  2026-04-23 10:32:27 /v1/models ................................... ~ 0.34ms
  2026-04-23 10:32:32 /v1/models ................................. ~ 500.52ms
  2026-04-23 10:32:37 /v1/models ................................. ~ 562.26ms
  2026-04-23 10:32:43 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:32:48 /v1/models ................................. ~ 500.87ms
  2026-04-23 10:32:54 /v1/models ................................. ~ 500.63ms
  2026-04-23 10:32:59 /v1/models ................................. ~ 504.45ms
  2026-04-23 10:33:05 /v1/models ................................. ~ 500.49ms
  2026-04-23 10:33:11 /v1/models ................................. ~ 574.99ms
  2026-04-23 10:33:17 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:33:23 /v1/models ................................. ~ 565.42ms
  2026-04-23 10:33:29 /v1/models ................................. ~ 573.18ms
  2026-04-23 10:33:35 /v1/models ................................. ~ 500.82ms
  2026-04-23 10:33:41 /v1/models ................................... ~ 0.37ms
  2026-04-23 10:33:47 /v1/models ................................. ~ 501.73ms
  2026-04-23 10:33:53 /v1/models ................................... ~ 0.31ms
  2026-04-23 10:33:59 /v1/models ................................. ~ 571.66ms
  2026-04-23 10:34:05 /v1/models ................................... ~ 0.27ms
  2026-04-23 10:34:11 /v1/models ................................. ~ 500.66ms
  2026-04-23 10:34:17 /v1/models ................................. ~ 500.60ms
  2026-04-23 10:34:23 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:34:29 /v1/models ................................. ~ 576.36ms
  2026-04-23 10:34:35 /v1/models ................................... ~ 0.28ms
  2026-04-23 10:34:41 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:34:47 /v1/models ................................. ~ 500.82ms
  2026-04-23 10:34:53 /v1/models ................................. ~ 572.34ms
  2026-04-23 10:34:59 /v1/models ................................... ~ 1.55ms
  2026-04-23 10:35:05 /v1/models ................................. ~ 500.62ms
  2026-04-23 10:35:11 /v1/models ................................. ~ 500.63ms
  2026-04-23 10:35:17 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:35:23 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:35:29 /v1/models ................................. ~ 573.63ms
  2026-04-23 10:35:35 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:35:41 /v1/models ................................. ~ 501.00ms
  2026-04-23 10:35:47 /v1/models ................................. ~ 500.94ms
  2026-04-23 10:35:53 /v1/models ................................. ~ 500.68ms
  2026-04-23 10:35:59 /v1/models ................................. ~ 500.69ms
  2026-04-23 10:36:05 /v1/models ................................. ~ 570.90ms
  2026-04-23 10:36:11 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:36:17 /v1/models ................................... ~ 0.77ms
  2026-04-23 10:36:23 /v1/models ................................. ~ 571.78ms
  2026-04-23 10:36:29 /v1/models ................................... ~ 0.52ms
  2026-04-23 10:36:35 /v1/models ................................. ~ 500.93ms
  2026-04-23 10:36:41 /v1/models .................................. ~ 10.06ms
  2026-04-23 10:36:47 /v1/models ................................. ~ 500.49ms
  2026-04-23 10:36:53 /v1/models ................................. ~ 569.72ms
  2026-04-23 10:36:59 /v1/models ................................. ~ 572.49ms
  2026-04-23 10:37:05 /v1/models ................................. ~ 500.82ms
  2026-04-23 10:37:11 /v1/models ................................. ~ 513.54ms
  2026-04-23 10:37:17 /v1/models ................................... ~ 0.48ms
  2026-04-23 10:37:22 /v1/models ................................. ~ 554.27ms
  2026-04-23 10:37:27 /v1/models ................................. ~ 501.01ms
  2026-04-23 10:37:33 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:37:38 /v1/models ................................. ~ 500.79ms
  2026-04-23 10:37:43 /v1/models ................................... ~ 0.50ms
  2026-04-23 10:37:49 /v1/models ................................. ~ 566.41ms
  2026-04-23 10:37:55 /v1/models ................................... ~ 0.28ms
  2026-04-23 10:38:01 /v1/models ................................. ~ 500.87ms
  2026-04-23 10:38:07 /v1/models ................................. ~ 567.74ms
  2026-04-23 10:38:13 /v1/models ................................. ~ 567.32ms
  2026-04-23 10:38:19 /v1/models ................................. ~ 572.55ms
  2026-04-23 10:38:25 /v1/models ................................. ~ 500.98ms
  2026-04-23 10:38:31 /v1/models ................................. ~ 500.51ms
  2026-04-23 10:38:37 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:38:43 /v1/models ................................. ~ 500.67ms
  2026-04-23 10:38:49 /v1/models ................................. ~ 500.91ms
  2026-04-23 10:38:55 /v1/models ................................. ~ 500.80ms
  2026-04-23 10:39:01 /v1/models ................................. ~ 570.12ms
  2026-04-23 10:39:07 /v1/models ................................... ~ 1.32ms
  2026-04-23 10:39:13 /v1/models ................................... ~ 0.34ms
  2026-04-23 10:39:19 /v1/models ................................. ~ 501.95ms
  2026-04-23 10:39:25 /v1/models ................................. ~ 569.96ms
  2026-04-23 10:39:31 /v1/models ................................... ~ 0.82ms
  2026-04-23 10:39:37 /v1/models ................................. ~ 569.40ms
  2026-04-23 10:39:43 /v1/models ................................. ~ 545.97ms
  2026-04-23 10:39:49 /v1/models ................................... ~ 0.32ms
  2026-04-23 10:39:55 /v1/models ................................. ~ 574.66ms
  2026-04-23 10:40:01 /v1/models ................................. ~ 500.66ms
  2026-04-23 10:40:07 /v1/models ................................. ~ 500.89ms
  2026-04-23 10:40:12 /v1/models ................................. ~ 500.87ms
  2026-04-23 10:40:18 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:40:23 /v1/models ................................... ~ 1.37ms
  2026-04-23 10:40:28 /v1/models ................................. ~ 500.67ms
  2026-04-23 10:40:34 /v1/models ................................... ~ 0.48ms
  2026-04-23 10:40:39 /v1/models ................................. ~ 500.49ms
  2026-04-23 10:40:44 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:40:50 /v1/models ................................. ~ 500.85ms
  2026-04-23 10:40:55 /v1/models ................................. ~ 535.17ms
  2026-04-23 10:41:00 /v1/models ................................. ~ 501.03ms
  2026-04-23 10:41:06 /v1/models ................................. ~ 566.31ms
  2026-04-23 10:41:11 /v1/models ................................... ~ 0.42ms
  2026-04-23 10:41:16 /v1/models ................................. ~ 502.69ms
  2026-04-23 10:41:22 /v1/models ................................. ~ 500.48ms
  2026-04-23 10:41:27 /v1/models ................................. ~ 500.49ms
  2026-04-23 10:41:33 /v1/models ................................... ~ 0.26ms
  2026-04-23 10:41:38 /v1/models ................................. ~ 500.66ms
  2026-04-23 10:41:43 /v1/models ................................. ~ 500.79ms
  2026-04-23 10:41:49 /v1/models ................................. ~ 500.92ms
  2026-04-23 10:41:54 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:41:59 /v1/models ................................. ~ 500.89ms
  2026-04-23 10:42:05 /v1/models ................................. ~ 573.43ms
  2026-04-23 10:42:10 /v1/models ................................... ~ 0.86ms
  2026-04-23 10:42:15 /v1/models ................................. ~ 501.02ms
  2026-04-23 10:42:22 /v1/models ................................. ~ 500.98ms
  2026-04-23 10:42:28 /v1/models ................................. ~ 571.59ms
  2026-04-23 10:42:34 /v1/models ................................. ~ 500.96ms
  2026-04-23 10:42:39 /v1/models ................................. ~ 501.03ms
  2026-04-23 10:42:44 /v1/models ................................. ~ 500.98ms
  2026-04-23 10:42:50 /v1/models ................................... ~ 0.32ms
  2026-04-23 10:42:55 /v1/models ................................. ~ 501.60ms
  2026-04-23 10:43:00 /v1/models ................................. ~ 500.76ms
  2026-04-23 10:43:06 /v1/models ................................. ~ 501.92ms
  2026-04-23 10:43:11 /v1/models ................................. ~ 568.97ms
  2026-04-23 10:43:16 /v1/models ................................. ~ 501.34ms
  2026-04-23 10:43:22 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:43:27 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:43:32 /v1/models ................................... ~ 1.82ms
  2026-04-23 10:43:37 /v1/models ................................. ~ 500.86ms
  2026-04-23 10:43:43 /v1/models ................................. ~ 501.39ms
  2026-04-23 10:43:48 /v1/models ................................... ~ 0.53ms
  2026-04-23 10:43:54 /v1/models .................................. ~ 15.22ms
  2026-04-23 10:43:59 /v1/models ................................... ~ 0.33ms
  2026-04-23 10:44:04 /v1/models ................................. ~ 557.33ms
  2026-04-23 10:44:10 /v1/models ................................. ~ 653.36ms
  2026-04-23 10:44:16 /v1/models ................................. ~ 501.21ms
  2026-04-23 10:44:21 /v1/models ................................. ~ 501.09ms
  2026-04-23 10:44:27 /v1/models ................................. ~ 572.88ms
  2026-04-23 10:44:32 /v1/models ................................. ~ 500.89ms
  2026-04-23 10:44:37 /v1/models ................................. ~ 561.27ms
  2026-04-23 10:44:43 /v1/models ................................. ~ 500.76ms
  2026-04-23 10:44:49 /v1/models ................................. ~ 572.56ms
  2026-04-23 10:44:54 /v1/models ................................. ~ 500.78ms
  2026-04-23 10:44:59 /v1/models ................................. ~ 500.89ms
  2026-04-23 10:45:05 /v1/models ................................. ~ 575.14ms
  2026-04-23 10:45:10 /v1/models ................................... ~ 0.56ms
  2026-04-23 10:45:15 /v1/models ................................. ~ 500.97ms
  2026-04-23 10:45:21 /v1/models ................................. ~ 500.72ms
  2026-04-23 10:45:26 /v1/models ................................. ~ 501.71ms
  2026-04-23 10:45:32 /v1/models ................................. ~ 501.41ms
  2026-04-23 10:45:37 /v1/models ................................. ~ 549.01ms
  2026-04-23 10:45:43 /v1/models ................................. ~ 571.06ms
  2026-04-23 10:45:48 /v1/models ................................... ~ 0.34ms
  2026-04-23 10:45:53 /v1/models ................................. ~ 500.86ms
  2026-04-23 10:45:59 /v1/models ................................. ~ 574.42ms
  2026-04-23 10:46:04 /v1/models ................................. ~ 500.92ms
  2026-04-23 10:46:09 /v1/models ................................. ~ 500.54ms
  2026-04-23 10:46:15 /v1/models ................................. ~ 501.13ms
  2026-04-23 10:46:20 /v1/models ................................. ~ 500.53ms
  2026-04-23 10:46:26 /v1/models ................................. ~ 501.28ms
  2026-04-23 10:46:31 /v1/models ................................. ~ 501.03ms
  2026-04-23 10:46:37 /v1/models ................................... ~ 1.64ms
  2026-04-23 10:46:43 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:46:49 /v1/models ................................. ~ 501.01ms
  2026-04-23 10:46:55 /v1/models ................................... ~ 1.23ms
  2026-04-23 10:47:01 /v1/models ................................. ~ 515.84ms
  2026-04-23 10:47:07 /v1/models ................................. ~ 573.39ms
  2026-04-23 10:47:13 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:47:18 /v1/models ................................... ~ 1.38ms
  2026-04-23 10:47:23 /v1/models ................................. ~ 500.78ms
  2026-04-23 10:47:30 /v1/models ................................. ~ 500.50ms
  2026-04-23 10:47:36 /v1/models ................................. ~ 501.03ms
  2026-04-23 10:47:42 /v1/models ................................. ~ 500.94ms
  2026-04-23 10:47:48 /v1/models ................................... ~ 0.52ms
  2026-04-23 10:47:54 /v1/models ................................... ~ 0.37ms
  2026-04-23 10:48:00 /v1/models ................................. ~ 500.79ms
  2026-04-23 10:48:06 /v1/models ................................. ~ 500.77ms
  2026-04-23 10:48:12 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:48:18 /v1/models ................................. ~ 500.69ms
  2026-04-23 10:48:24 /v1/models ................................. ~ 501.06ms
  2026-04-23 10:48:29 /v1/models ................................... ~ 0.47ms
  2026-04-23 10:48:34 /v1/models ................................. ~ 500.88ms
  2026-04-23 10:48:40 /v1/models ................................. ~ 500.90ms
  2026-04-23 10:48:45 /v1/models ................................. ~ 500.99ms
  2026-04-23 10:48:51 /v1/models ................................. ~ 502.14ms
  2026-04-23 10:48:56 /v1/models ................................. ~ 574.12ms
  2026-04-23 10:49:01 /v1/models ................................. ~ 557.05ms
  2026-04-23 10:49:07 /v1/models ................................. ~ 500.90ms
  2026-04-23 10:49:12 /v1/models ................................. ~ 531.24ms
  2026-04-23 10:49:18 /v1/models ................................... ~ 0.37ms
  2026-04-23 10:49:23 /v1/models ................................. ~ 501.04ms
  2026-04-23 10:49:29 /v1/models ................................. ~ 574.83ms
  2026-04-23 10:49:34 /v1/models ................................. ~ 500.55ms
  2026-04-23 10:49:39 /v1/models ................................... ~ 0.66ms
  2026-04-23 10:49:45 /v1/models ................................. ~ 574.77ms
  2026-04-23 10:49:50 /v1/models ................................. ~ 500.76ms
  2026-04-23 10:49:55 /v1/models ................................. ~ 537.52ms
  2026-04-23 10:50:01 /v1/models ................................. ~ 568.66ms
  2026-04-23 10:50:06 /v1/models ................................. ~ 500.92ms
  2026-04-23 10:50:12 /v1/models ................................... ~ 0.37ms
  2026-04-23 10:50:17 /v1/models ................................... ~ 0.29ms
  2026-04-23 10:50:22 /v1/models ................................. ~ 507.35ms
  2026-04-23 10:50:28 /v1/models ................................... ~ 1.54ms
  2026-04-23 10:50:33 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:50:38 /v1/models ................................... ~ 1.61ms
  2026-04-23 10:50:44 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:50:49 /v1/models ................................. ~ 501.91ms
  2026-04-23 10:50:54 /v1/models ................................. ~ 502.02ms
  2026-04-23 10:51:01 /v1/models ................................... ~ 0.74ms
  2026-04-23 10:51:07 /v1/models ................................... ~ 1.53ms
  2026-04-23 10:51:13 /v1/models ................................. ~ 500.99ms
  2026-04-23 10:51:19 /v1/models ................................. ~ 501.86ms
  2026-04-23 10:51:25 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:51:31 /v1/models ................................. ~ 502.01ms
  2026-04-23 10:51:37 /v1/models ................................. ~ 502.03ms
  2026-04-23 10:51:43 /v1/models ................................. ~ 501.98ms
  2026-04-23 10:51:49 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:51:55 /v1/models ................................. ~ 501.21ms
  2026-04-23 10:52:01 /v1/models ................................. ~ 502.15ms
  2026-04-23 10:52:07 /v1/models ................................... ~ 1.41ms
  2026-04-23 10:52:13 /v1/models ................................. ~ 501.89ms
  2026-04-23 10:52:19 /v1/models ................................. ~ 502.15ms
  2026-04-23 10:52:25 /v1/models ................................... ~ 1.02ms
  2026-04-23 10:52:31 /v1/models ................................. ~ 502.16ms
  2026-04-23 10:52:37 /v1/models ................................... ~ 1.49ms
  2026-04-23 10:52:43 /v1/models ................................... ~ 1.34ms
  2026-04-23 10:52:49 /v1/models ................................. ~ 502.01ms
  2026-04-23 10:52:55 /v1/models ................................. ~ 571.44ms
  2026-04-23 10:53:01 /v1/models ................................... ~ 1.28ms
  2026-04-23 10:53:07 /v1/models ................................. ~ 567.24ms
  2026-04-23 10:53:13 /v1/models ................................. ~ 561.34ms
  2026-04-23 10:53:19 /v1/models ................................... ~ 0.77ms
  2026-04-23 10:53:25 /v1/models ................................. ~ 547.89ms
  2026-04-23 10:53:31 /v1/models ................................. ~ 502.10ms
  2026-04-23 10:53:37 /v1/models ................................. ~ 501.51ms
  2026-04-23 10:53:43 /v1/models ................................. ~ 501.02ms
  2026-04-23 10:53:49 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:53:55 /v1/models ................................. ~ 573.74ms
  2026-04-23 10:54:01 /v1/models ................................. ~ 521.03ms
  2026-04-23 10:54:07 /v1/models ................................. ~ 500.62ms
  2026-04-23 10:54:13 /v1/models ................................. ~ 539.81ms
  2026-04-23 10:54:19 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:54:25 /v1/models ................................. ~ 533.30ms
  2026-04-23 10:54:31 /v1/models ................................... ~ 0.32ms
  2026-04-23 10:54:37 /v1/models ................................. ~ 511.01ms
  2026-04-23 10:54:43 /v1/models ................................. ~ 538.52ms
  2026-04-23 10:54:49 /v1/models ................................. ~ 500.77ms
  2026-04-23 10:54:55 /v1/models ................................. ~ 500.97ms
  2026-04-23 10:55:01 /v1/models ................................... ~ 1.48ms
  2026-04-23 10:55:07 /v1/models ................................. ~ 501.09ms
  2026-04-23 10:55:13 /v1/models ................................. ~ 575.82ms
  2026-04-23 10:55:19 /v1/models ................................. ~ 575.59ms
  2026-04-23 10:55:25 /v1/models ................................. ~ 500.88ms
  2026-04-23 10:55:31 /v1/models ................................. ~ 574.76ms
  2026-04-23 10:55:37 /v1/models ................................. ~ 501.43ms
  2026-04-23 10:55:43 /v1/models ................................. ~ 565.77ms
  2026-04-23 10:55:49 /v1/models ................................. ~ 500.85ms
  2026-04-23 10:55:55 /v1/models ................................... ~ 0.65ms
  2026-04-23 10:56:01 /v1/models ................................. ~ 562.94ms
  2026-04-23 10:56:07 /v1/models ................................. ~ 553.22ms
  2026-04-23 10:56:13 /v1/models ................................. ~ 572.56ms
  2026-04-23 10:56:19 /v1/models ................................. ~ 500.99ms
  2026-04-23 10:56:25 /v1/models ................................... ~ 0.64ms
  2026-04-23 10:56:31 /v1/models ................................. ~ 500.99ms
  2026-04-23 10:56:37 /v1/models ................................. ~ 552.79ms
  2026-04-23 10:56:43 /v1/models ................................. ~ 501.27ms
  2026-04-23 10:56:49 /v1/models ................................. ~ 500.93ms
  2026-04-23 10:56:55 /v1/models ................................... ~ 0.45ms
  2026-04-23 10:57:01 /v1/models ................................. ~ 566.31ms
  2026-04-23 10:57:07 /v1/models ................................. ~ 500.79ms
  2026-04-23 10:57:13 /v1/models ................................. ~ 500.89ms
  2026-04-23 10:57:19 /v1/models ................................... ~ 0.44ms
  2026-04-23 10:57:24 /v1/models ................................... ~ 0.41ms
  2026-04-23 10:57:31 /v1/models ................................. ~ 574.81ms
  2026-04-23 10:57:37 /v1/models ................................... ~ 0.49ms
  2026-04-23 10:57:43 /v1/models ................................. ~ 559.27ms
  2026-04-23 10:57:49 /v1/models ................................. ~ 543.52ms
  2026-04-23 10:57:55 /v1/models ................................. ~ 500.95ms
  2026-04-23 10:58:01 /v1/models ................................. ~ 500.99ms
  2026-04-23 10:58:07 /v1/models ................................. ~ 501.11ms
  2026-04-23 10:58:13 /v1/models ................................... ~ 0.54ms
  2026-04-23 10:58:19 /v1/models ................................... ~ 0.25ms
  2026-04-23 10:58:25 /v1/models ................................... ~ 0.57ms
  2026-04-23 10:58:31 /v1/models ................................. ~ 500.98ms
  2026-04-23 10:58:37 /v1/models ................................. ~ 500.70ms
  2026-04-23 10:58:43 /v1/models ................................. ~ 544.88ms
  2026-04-23 10:58:49 /v1/models ................................. ~ 565.99ms
  2026-04-23 10:58:55 /v1/models ................................... ~ 0.46ms
  2026-04-23 10:59:01 /v1/models ................................... ~ 0.42ms
  2026-04-23 10:59:07 /v1/models ................................. ~ 574.24ms
  2026-04-23 10:59:13 /v1/models ................................. ~ 500.82ms
  2026-04-23 10:59:19 /v1/models ................................. ~ 574.67ms
  2026-04-23 10:59:25 /v1/models ................................. ~ 500.69ms
  2026-04-23 10:59:31 /v1/models ................................. ~ 500.51ms
  2026-04-23 10:59:37 /v1/models ................................. ~ 502.13ms
  2026-04-23 10:59:43 /v1/models ................................. ~ 501.11ms
  2026-04-23 10:59:49 /v1/models ................................. ~ 554.64ms
  2026-04-23 10:59:55 /v1/models ................................... ~ 0.47ms
  2026-04-23 11:00:01 /v1/models ................................. ~ 569.82ms
  2026-04-23 11:00:07 /v1/models ................................. ~ 500.34ms
  2026-04-23 11:00:13 /v1/models ................................... ~ 0.45ms
  2026-04-23 11:00:19 /v1/models ................................. ~ 573.75ms
  2026-04-23 11:00:24 /v1/models ................................. ~ 500.55ms
  2026-04-23 11:00:30 /v1/models ................................. ~ 501.00ms
  2026-04-23 11:00:36 /v1/models ................................. ~ 501.68ms
  2026-04-23 11:00:42 /v1/models ................................... ~ 0.58ms
  2026-04-23 11:00:48 /v1/models ................................. ~ 500.74ms
  2026-04-23 11:00:54 /v1/models .................................. ~ 40.78ms
  2026-04-23 11:01:00 /v1/models ................................... ~ 0.31ms
  2026-04-23 11:01:06 /v1/models ................................. ~ 501.95ms
  2026-04-23 11:01:12 /v1/models ................................. ~ 566.45ms
  2026-04-23 11:01:18 /v1/models ................................. ~ 500.87ms
  2026-04-23 11:01:24 /v1/models ................................. ~ 500.91ms
  2026-04-23 11:01:30 /v1/models ................................... ~ 0.43ms
  2026-04-23 11:01:36 /v1/models ................................. ~ 500.90ms
  2026-04-23 11:01:42 /v1/models ................................... ~ 0.46ms
  2026-04-23 11:01:48 /v1/models ................................. ~ 500.96ms
  2026-04-23 11:01:54 /v1/models ................................. ~ 500.90ms
  2026-04-23 11:01:59 /v1/models ................................... ~ 0.45ms
  2026-04-23 11:02:04 /v1/models ................................... ~ 0.34ms
  2026-04-23 11:02:10 /v1/models ................................... ~ 0.66ms
  2026-04-23 11:02:15 /v1/models ................................... ~ 0.33ms
  2026-04-23 11:02:21 /v1/models ................................. ~ 500.78ms
  2026-04-23 11:02:26 /v1/models ................................... ~ 0.46ms
  2026-04-23 11:02:31 /v1/models ................................... ~ 0.46ms
  2026-04-23 11:02:37 /v1/models ................................... ~ 0.54ms
  2026-04-23 11:02:42 /v1/models ................................. ~ 557.29ms
  2026-04-23 11:02:48 /v1/models ................................. ~ 500.93ms
  2026-04-23 11:02:53 /v1/models ................................. ~ 500.70ms
  2026-04-23 11:02:58 /v1/models ................................... ~ 0.38ms
  2026-04-23 11:03:04 /v1/models ................................. ~ 502.69ms
  2026-04-23 11:03:09 /v1/models ................................. ~ 500.78ms
  2026-04-23 11:03:15 /v1/models ................................... ~ 0.26ms
  2026-04-23 11:03:20 /v1/models ................................. ~ 501.04ms
  2026-04-23 11:03:25 /v1/models ................................... ~ 0.53ms
  2026-04-23 11:03:31 /v1/models ................................. ~ 500.94ms
  2026-04-23 11:03:36 /v1/models ................................. ~ 501.09ms
  2026-04-23 11:03:41 /v1/models ................................. ~ 502.40ms
  2026-04-23 11:03:47 /v1/models ................................. ~ 569.34ms
  2026-04-23 11:03:52 /v1/models ................................. ~ 540.99ms
  2026-04-23 11:03:58 /v1/models ................................. ~ 500.55ms
  2026-04-23 11:04:04 /v1/models ................................... ~ 0.46ms
  2026-04-23 11:04:10 /v1/models ................................. ~ 500.71ms
  2026-04-23 11:04:16 /v1/models ................................... ~ 0.44ms
  2026-04-23 11:04:22 /v1/models ................................. ~ 500.69ms
  2026-04-23 11:04:28 /v1/models ................................... ~ 0.44ms
  2026-04-23 11:04:34 /v1/models ................................. ~ 500.97ms
  2026-04-23 11:04:40 /v1/models ................................. ~ 570.63ms
  2026-04-23 11:04:46 /v1/models ................................. ~ 501.14ms
