
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-21 16:30:06 /v1/models ................................. ~ 574.11ms
  2026-04-21 16:30:11 /v1/models ................................. ~ 500.85ms
  2026-04-21 16:30:17 /v1/models ................................. ~ 574.21ms
  2026-04-21 16:30:22 /v1/models ................................. ~ 500.54ms
  2026-04-21 16:30:28 /v1/models ................................. ~ 500.59ms
  2026-04-21 16:30:33 /v1/models ................................. ~ 571.78ms
  2026-04-21 16:30:39 /v1/models ................................. ~ 500.78ms
  2026-04-21 16:30:44 /v1/models ................................. ~ 500.77ms
  2026-04-21 16:30:50 /v1/models ................................. ~ 574.30ms
  2026-04-21 16:30:55 /v1/models ................................. ~ 574.94ms
  2026-04-21 16:31:01 /v1/models ................................. ~ 500.44ms
  2026-04-21 16:31:06 /v1/models ................................. ~ 575.40ms
  2026-04-21 16:31:12 /v1/models ................................. ~ 500.90ms
  2026-04-21 16:31:18 /v1/models ................................. ~ 540.07ms
  2026-04-21 16:31:24 /v1/models ................................. ~ 501.10ms
  2026-04-21 16:31:30 /v1/models ................................. ~ 501.20ms
  2026-04-21 16:31:35 /v1/models ................................. ~ 500.66ms
  2026-04-21 16:31:41 /v1/models ................................. ~ 546.69ms
  2026-04-21 16:31:46 /v1/models ................................. ~ 569.99ms
  2026-04-21 16:31:52 /v1/models ................................. ~ 500.71ms
  2026-04-21 16:31:57 /v1/models ................................. ~ 501.18ms
  2026-04-21 16:32:03 /v1/models ................................. ~ 500.58ms
  2026-04-21 16:32:08 /v1/models ................................. ~ 500.96ms
  2026-04-21 16:32:14 /v1/models ................................. ~ 501.89ms
  2026-04-21 16:32:19 /v1/models ................................. ~ 570.73ms
  2026-04-21 16:32:25 /v1/models ................................. ~ 500.68ms
  2026-04-21 16:32:31 /v1/models ....................................... ~ 1s
  2026-04-21 16:32:37 /v1/models ................................. ~ 501.37ms
  2026-04-21 16:32:42 /v1/models ................................. ~ 573.63ms
  2026-04-21 16:32:48 /v1/models ................................. ~ 571.29ms
  2026-04-21 16:32:53 /v1/models ................................. ~ 573.81ms
  2026-04-21 16:32:59 /v1/models ....................................... ~ 1s
  2026-04-21 16:33:05 /v1/models ................................. ~ 574.51ms
  2026-04-21 16:33:10 /v1/models ................................. ~ 572.61ms
  2026-04-21 16:33:16 /v1/models ................................. ~ 574.71ms
  2026-04-21 16:33:21 /v1/models ................................. ~ 565.45ms
  2026-04-21 16:33:26 /v1/models ................................. ~ 500.67ms
  2026-04-21 16:33:32 /v1/models ................................. ~ 500.88ms
  2026-04-21 16:33:37 /v1/models ................................. ~ 572.14ms
  2026-04-21 16:33:43 /v1/models ................................... ~ 0.35ms
  2026-04-21 16:33:48 /v1/models ................................. ~ 574.11ms
  2026-04-21 16:33:54 /v1/models ................................. ~ 574.45ms
  2026-04-21 16:33:59 /v1/models ................................. ~ 575.08ms
  2026-04-21 16:34:05 /v1/models ................................... ~ 0.47ms
  2026-04-21 16:34:10 /v1/models ................................. ~ 571.47ms
  2026-04-21 16:34:16 /v1/models ................................. ~ 574.70ms
  2026-04-21 16:34:21 /v1/models ................................. ~ 575.52ms
  2026-04-21 16:34:27 /v1/models ................................. ~ 500.72ms
  2026-04-21 16:34:32 /v1/models ................................. ~ 524.79ms
  2026-04-21 16:34:38 /v1/models ................................. ~ 574.43ms
  2026-04-21 16:34:43 /v1/models ................................. ~ 500.87ms
  2026-04-21 16:34:49 /v1/models ....................................... ~ 1s
  2026-04-21 16:34:55 /v1/models ................................. ~ 501.74ms
  2026-04-21 16:35:01 /v1/models ................................. ~ 500.91ms
  2026-04-21 16:35:07 /v1/models ................................. ~ 500.96ms
  2026-04-21 16:35:13 /v1/models ................................. ~ 500.89ms
  2026-04-21 16:35:19 /v1/models ................................. ~ 500.63ms
  2026-04-21 16:35:25 /v1/models ................................. ~ 500.62ms
  2026-04-21 16:35:30 /v1/models ................................. ~ 500.71ms
  2026-04-21 16:35:36 /v1/models ................................. ~ 529.82ms
  2026-04-21 16:35:41 /v1/models ................................. ~ 571.26ms
  2026-04-21 16:35:47 /v1/models ................................. ~ 500.78ms
  2026-04-21 16:35:52 /v1/models ................................. ~ 573.85ms
  2026-04-21 16:35:58 /v1/models ................................. ~ 500.75ms
  2026-04-21 16:36:03 /v1/models ................................... ~ 0.46ms
  2026-04-21 16:36:09 /v1/models ................................. ~ 574.73ms
  2026-04-21 16:36:14 /v1/models ................................. ~ 501.78ms
  2026-04-21 16:36:20 /v1/models ................................. ~ 500.56ms
  2026-04-21 16:36:25 /v1/models ................................. ~ 500.71ms
  2026-04-21 16:36:31 /v1/models ................................. ~ 500.57ms
  2026-04-21 16:36:36 /v1/models ................................. ~ 502.24ms
  2026-04-21 16:36:42 /v1/models ................................. ~ 500.48ms
  2026-04-21 16:36:47 /v1/models ................................. ~ 575.17ms
  2026-04-21 16:36:53 /v1/models ................................. ~ 500.80ms
  2026-04-21 16:36:58 /v1/models ................................. ~ 573.73ms
  2026-04-21 16:37:04 /v1/models ................................. ~ 500.58ms
  2026-04-21 16:37:09 /v1/models ................................. ~ 502.74ms
  2026-04-21 16:37:15 /v1/models ....................................... ~ 1s
  2026-04-21 16:37:20 /v1/models ................................. ~ 500.96ms
  2026-04-21 16:37:26 /v1/models ................................. ~ 500.68ms
  2026-04-21 16:37:31 /v1/models ................................. ~ 501.31ms
  2026-04-21 16:37:37 /v1/models ................................. ~ 501.57ms
  2026-04-21 16:37:43 /v1/models ................................. ~ 572.92ms
  2026-04-21 16:37:49 /v1/models ................................. ~ 501.73ms
  2026-04-21 16:37:55 /v1/models ................................. ~ 570.04ms
  2026-04-21 16:38:01 /v1/models ................................. ~ 573.45ms
  2026-04-21 16:38:07 /v1/models ................................. ~ 571.59ms
  2026-04-21 16:38:12 /v1/models ................................. ~ 569.43ms
  2026-04-21 16:38:18 /v1/models ................................. ~ 500.68ms
  2026-04-21 16:38:23 /v1/models ................................. ~ 555.04ms
  2026-04-21 16:38:29 /v1/models ................................. ~ 501.46ms
  2026-04-21 16:38:34 /v1/models ................................. ~ 571.61ms
  2026-04-21 16:38:40 /v1/models ................................. ~ 573.07ms
  2026-04-21 16:38:45 /v1/models ................................. ~ 574.23ms
  2026-04-21 16:38:51 /v1/models ................................. ~ 570.57ms
  2026-04-21 16:38:56 /v1/models ................................. ~ 538.02ms
  2026-04-21 16:39:02 /v1/models ................................. ~ 570.33ms
  2026-04-21 16:39:07 /v1/models ................................. ~ 500.96ms
  2026-04-21 16:39:13 /v1/models ................................... ~ 0.63ms
  2026-04-21 16:39:18 /v1/models ................................. ~ 571.78ms
  2026-04-21 16:39:24 /v1/models ................................... ~ 0.42ms
  2026-04-21 16:39:30 /v1/models ................................. ~ 573.62ms
  2026-04-21 16:39:36 /v1/models ................................. ~ 500.46ms
  2026-04-21 16:39:41 /v1/models ................................. ~ 501.37ms
  2026-04-21 16:39:47 /v1/models ................................. ~ 502.23ms
  2026-04-21 16:39:52 /v1/models ................................. ~ 505.86ms
  2026-04-21 16:39:58 /v1/models ................................. ~ 503.23ms
  2026-04-21 16:40:04 /v1/models ................................. ~ 500.60ms
  2026-04-21 16:40:10 /v1/models ....................................... ~ 1s
  2026-04-21 16:40:16 /v1/models ................................. ~ 530.56ms
  2026-04-21 16:40:21 /v1/models ................................. ~ 500.76ms
  2026-04-21 16:40:27 /v1/models ................................. ~ 501.91ms
  2026-04-21 16:40:33 /v1/models ................................. ~ 502.51ms
  2026-04-21 16:40:38 /v1/models ................................. ~ 571.57ms
  2026-04-21 16:40:44 /v1/models ................................. ~ 500.58ms
  2026-04-21 16:40:49 /v1/models ................................. ~ 570.52ms
  2026-04-21 16:40:55 /v1/models ................................. ~ 501.72ms
  2026-04-21 16:41:00 /v1/models ................................. ~ 575.60ms
  2026-04-21 16:41:06 /v1/models ................................. ~ 503.08ms
  2026-04-21 16:41:12 /v1/models ................................. ~ 500.48ms
  2026-04-21 16:41:18 /v1/models ................................. ~ 571.56ms
  2026-04-21 16:41:24 /v1/models ................................. ~ 502.17ms
  2026-04-21 16:41:30 /v1/models ................................. ~ 500.98ms
  2026-04-21 16:41:36 /v1/models ................................. ~ 573.04ms
  2026-04-21 16:41:41 /v1/models ................................. ~ 571.49ms
  2026-04-21 16:41:47 /v1/models ................................. ~ 501.40ms
  2026-04-21 16:41:52 /v1/models ................................. ~ 574.85ms
  2026-04-21 16:41:58 /v1/models ................................. ~ 500.80ms
  2026-04-21 16:42:03 /v1/models ................................. ~ 565.83ms
  2026-04-21 16:42:09 /v1/models ................................. ~ 574.23ms
  2026-04-21 16:42:15 /v1/models ................................. ~ 501.50ms
  2026-04-21 16:42:21 /v1/models ................................. ~ 571.14ms
  2026-04-21 16:42:26 /v1/models ................................. ~ 573.38ms
  2026-04-21 16:42:32 /v1/models ................................. ~ 577.62ms
  2026-04-21 16:42:37 /v1/models ................................. ~ 500.60ms
  2026-04-21 16:42:43 /v1/models ....................................... ~ 1s
  2026-04-21 16:42:49 /v1/models ................................. ~ 572.97ms
  2026-04-21 16:42:54 /v1/models ................................. ~ 573.62ms
  2026-04-21 16:43:00 /v1/models ................................. ~ 500.61ms
  2026-04-21 16:43:05 /v1/models ................................. ~ 576.10ms
  2026-04-21 16:43:11 /v1/models ................................. ~ 575.30ms
  2026-04-21 16:43:16 /v1/models ................................. ~ 574.87ms
  2026-04-21 16:43:22 /v1/models ................................. ~ 569.85ms
  2026-04-21 16:43:27 /v1/models ................................. ~ 573.62ms
  2026-04-21 16:43:33 /v1/models ................................. ~ 502.50ms
  2026-04-21 16:43:38 /v1/models ................................. ~ 502.48ms
  2026-04-21 16:43:44 /v1/models ................................. ~ 594.11ms
  2026-04-21 16:43:49 /v1/models ................................. ~ 564.28ms
  2026-04-21 16:43:55 /v1/models ................................. ~ 575.70ms
  2026-04-21 16:44:01 /v1/models ................................. ~ 574.28ms
  2026-04-21 16:44:06 /v1/models ................................. ~ 500.70ms
  2026-04-21 16:44:12 /v1/models ................................. ~ 569.74ms
  2026-04-21 16:44:17 /v1/models ................................. ~ 501.05ms
  2026-04-21 16:44:23 /v1/models ................................. ~ 501.03ms
  2026-04-21 16:44:28 /v1/models ................................. ~ 570.32ms
  2026-04-21 16:44:34 /v1/models ................................. ~ 571.43ms
  2026-04-21 16:44:40 /v1/models ................................. ~ 594.71ms
  2026-04-21 16:44:46 /v1/models ................................. ~ 548.44ms
  2026-04-21 16:44:52 /v1/models ................................. ~ 530.52ms
  2026-04-21 16:44:58 /v1/models ................................. ~ 503.37ms
  2026-04-21 16:45:03 /v1/models ................................... ~ 0.46ms
  2026-04-21 16:45:09 /v1/models ................................. ~ 537.61ms
  2026-04-21 16:45:14 /v1/models ................................. ~ 501.97ms
  2026-04-21 16:45:20 /v1/models ................................. ~ 561.30ms
  2026-04-21 16:45:26 /v1/models ................................. ~ 500.50ms
  2026-04-21 16:45:32 /v1/models ................................. ~ 500.93ms
  2026-04-21 16:45:38 /v1/models ................................. ~ 500.62ms
  2026-04-21 16:45:44 /v1/models ................................. ~ 500.58ms
  2026-04-21 16:45:50 /v1/models ................................. ~ 500.84ms
  2026-04-21 16:45:56 /v1/models ................................. ~ 501.06ms
  2026-04-21 16:46:01 /v1/models ................................. ~ 501.01ms
  2026-04-21 16:46:07 /v1/models ................................. ~ 500.94ms
  2026-04-21 16:46:12 /v1/models ................................. ~ 500.57ms
  2026-04-21 16:46:18 /v1/models ................................. ~ 500.69ms
  2026-04-21 16:46:23 /v1/models ................................. ~ 574.80ms
  2026-04-21 16:46:29 /v1/models ................................. ~ 500.74ms
  2026-04-21 16:46:34 /v1/models ................................. ~ 500.60ms
  2026-04-21 16:46:40 /v1/models ................................. ~ 576.05ms
  2026-04-21 16:46:45 /v1/models ................................. ~ 573.59ms
  2026-04-21 16:46:51 /v1/models ................................. ~ 573.32ms
  2026-04-21 16:46:56 /v1/models ................................. ~ 576.27ms
  2026-04-21 16:47:02 /v1/models ................................. ~ 501.39ms
  2026-04-21 16:47:07 /v1/models ................................. ~ 570.53ms
  2026-04-21 16:47:13 /v1/models ................................. ~ 501.41ms
  2026-04-21 16:47:18 /v1/models ................................. ~ 500.53ms
  2026-04-21 16:47:24 /v1/models ................................. ~ 500.64ms
  2026-04-21 16:47:29 /v1/models ................................. ~ 575.73ms
  2026-04-21 16:47:35 /v1/models ................................. ~ 500.75ms
  2026-04-21 16:47:41 /v1/models ................................. ~ 576.38ms
  2026-04-21 16:47:46 /v1/models ................................. ~ 521.56ms
  2026-04-21 16:47:51 /v1/models ................................. ~ 559.98ms
  2026-04-21 16:47:57 /v1/models ................................. ~ 573.20ms
  2026-04-21 16:48:03 /v1/models ................................. ~ 575.01ms
  2026-04-21 16:48:08 /v1/models ................................. ~ 502.90ms
  2026-04-21 16:48:14 /v1/models ................................. ~ 572.52ms
  2026-04-21 16:48:19 /v1/models ................................. ~ 500.63ms
  2026-04-21 16:48:25 /v1/models ................................... ~ 0.55ms
  2026-04-21 16:48:30 /v1/models ................................. ~ 574.34ms
  2026-04-21 16:48:36 /v1/models ................................. ~ 501.30ms
  2026-04-21 16:48:41 /v1/models ................................. ~ 501.22ms
  2026-04-21 16:48:47 /v1/models ................................. ~ 500.97ms
  2026-04-21 16:48:52 /v1/models ................................. ~ 501.38ms
  2026-04-21 16:48:58 /v1/models ................................. ~ 573.36ms
  2026-04-21 16:49:03 /v1/models ................................. ~ 568.61ms
  2026-04-21 16:49:09 /v1/models ................................. ~ 500.89ms
  2026-04-21 16:49:14 /v1/models ................................. ~ 575.71ms
  2026-04-21 16:49:20 /v1/models ................................. ~ 564.76ms
  2026-04-21 16:49:25 /v1/models ....................................... ~ 1s
  2026-04-21 16:49:31 /v1/models ................................. ~ 574.41ms
  2026-04-21 16:49:37 /v1/models ................................... ~ 0.31ms
  2026-04-21 16:49:42 /v1/models ................................. ~ 500.77ms
  2026-04-21 16:49:48 /v1/models ................................. ~ 574.82ms
  2026-04-21 16:49:53 /v1/models ................................. ~ 501.17ms
  2026-04-21 16:49:59 /v1/models ................................. ~ 575.13ms
  2026-04-21 16:50:05 /v1/models ................................. ~ 500.58ms
  2026-04-21 16:50:11 /v1/models ................................. ~ 570.94ms
  2026-04-21 16:50:17 /v1/models ................................. ~ 574.03ms
  2026-04-21 16:50:23 /v1/models ....................................... ~ 1s
  2026-04-21 16:50:29 /v1/models ................................. ~ 570.89ms
  2026-04-21 16:50:35 /v1/models ................................. ~ 501.32ms
  2026-04-21 16:50:41 /v1/models ................................. ~ 500.68ms
  2026-04-21 16:50:47 /v1/models ................................. ~ 500.92ms
  2026-04-21 16:50:52 /v1/models ................................. ~ 500.91ms
  2026-04-21 16:50:57 /v1/models ................................. ~ 501.03ms
  2026-04-21 16:51:03 /v1/models ................................. ~ 527.44ms
  2026-04-21 16:51:09 /v1/models ................................. ~ 500.69ms
  2026-04-21 16:51:14 /v1/models ................................. ~ 500.83ms
  2026-04-21 16:51:20 /v1/models ................................. ~ 500.80ms
  2026-04-21 16:51:25 /v1/models ................................. ~ 568.58ms
  2026-04-21 16:51:31 /v1/models ................................. ~ 500.68ms
  2026-04-21 16:51:36 /v1/models ................................. ~ 573.33ms
  2026-04-21 16:51:42 /v1/models ................................. ~ 573.98ms
  2026-04-21 16:51:47 /v1/models ................................. ~ 575.60ms
  2026-04-21 16:51:53 /v1/models ................................... ~ 0.38ms
  2026-04-21 16:51:58 /v1/models ................................. ~ 500.45ms
  2026-04-21 16:52:04 /v1/models ................................. ~ 500.87ms
  2026-04-21 16:52:09 /v1/models ................................. ~ 574.41ms
  2026-04-21 16:52:15 /v1/models ................................. ~ 500.98ms
  2026-04-21 16:52:20 /v1/models ................................. ~ 568.09ms
  2026-04-21 16:52:26 /v1/models ................................. ~ 501.78ms
  2026-04-21 16:52:31 /v1/models ................................... ~ 0.47ms
  2026-04-21 16:52:37 /v1/models ................................. ~ 574.37ms
  2026-04-21 16:52:43 /v1/models ................................. ~ 543.05ms
  2026-04-21 16:52:48 /v1/models ................................. ~ 500.63ms
  2026-04-21 16:52:54 /v1/models ................................. ~ 500.54ms
  2026-04-21 16:53:00 /v1/models ................................. ~ 567.89ms
  2026-04-21 16:53:06 /v1/models ................................. ~ 574.77ms
  2026-04-21 16:53:12 /v1/models ................................. ~ 577.17ms
  2026-04-21 16:53:18 /v1/models ....................................... ~ 1s
  2026-04-21 16:53:25 /v1/models ................................. ~ 570.13ms
  2026-04-21 16:53:31 /v1/models ................................. ~ 573.97ms
  2026-04-21 16:53:37 /v1/models ................................... ~ 0.27ms
  2026-04-21 16:53:43 /v1/models ................................. ~ 572.72ms
  2026-04-21 16:53:49 /v1/models ................................. ~ 500.75ms
  2026-04-21 16:53:54 /v1/models ................................. ~ 500.67ms
  2026-04-21 16:54:00 /v1/models ................................. ~ 501.43ms
  2026-04-21 16:54:05 /v1/models ................................. ~ 500.75ms
  2026-04-21 16:54:11 /v1/models ................................. ~ 500.76ms
  2026-04-21 16:54:17 /v1/models ................................. ~ 500.77ms
  2026-04-21 16:54:22 /v1/models ................................. ~ 501.31ms
  2026-04-21 16:54:28 /v1/models ................................. ~ 500.70ms
  2026-04-21 16:54:33 /v1/models ................................. ~ 500.86ms
  2026-04-21 16:54:39 /v1/models ................................. ~ 574.70ms
  2026-04-21 16:54:45 /v1/models ................................. ~ 500.68ms
  2026-04-21 16:54:50 /v1/models ................................. ~ 570.77ms
  2026-04-21 16:54:56 /v1/models ................................. ~ 574.63ms
  2026-04-21 16:55:01 /v1/models ................................. ~ 500.62ms
  2026-04-21 16:55:07 /v1/models ................................. ~ 500.75ms
  2026-04-21 16:55:12 /v1/models ................................. ~ 500.55ms
  2026-04-21 16:55:18 /v1/models ................................. ~ 501.63ms
  2026-04-21 16:55:23 /v1/models ................................. ~ 509.18ms
  2026-04-21 16:55:29 /v1/models ................................. ~ 500.91ms
  2026-04-21 16:55:34 /v1/models ................................. ~ 568.51ms
  2026-04-21 16:55:40 /v1/models ................................. ~ 571.66ms
  2026-04-21 16:55:45 /v1/models ................................. ~ 573.99ms
  2026-04-21 16:55:51 /v1/models ................................. ~ 500.87ms
  2026-04-21 16:55:56 /v1/models ................................. ~ 501.09ms
  2026-04-21 16:56:02 /v1/models ................................. ~ 543.56ms
  2026-04-21 16:56:08 /v1/models ................................. ~ 565.64ms
  2026-04-21 16:56:14 /v1/models ................................. ~ 573.88ms
  2026-04-21 16:56:20 /v1/models ................................... ~ 0.50ms
  2026-04-21 16:56:26 /v1/models ................................. ~ 569.77ms
  2026-04-21 16:56:32 /v1/models ................................. ~ 567.51ms
  2026-04-21 16:56:38 /v1/models ................................. ~ 570.29ms
  2026-04-21 16:56:44 /v1/models ................................. ~ 500.69ms
  2026-04-21 16:56:49 /v1/models ................................. ~ 575.58ms
  2026-04-21 16:56:55 /v1/models ................................. ~ 570.92ms
  2026-04-21 16:57:01 /v1/models ....................................... ~ 1s
  2026-04-21 16:57:07 /v1/models ....................................... ~ 1s
  2026-04-21 16:57:13 /v1/models ................................. ~ 574.17ms
  2026-04-21 16:57:19 /v1/models ................................. ~ 501.44ms
  2026-04-21 16:57:25 /v1/models ................................. ~ 500.60ms
  2026-04-21 16:57:31 /v1/models ................................. ~ 580.27ms
  2026-04-21 16:57:37 /v1/models ................................. ~ 573.76ms
  2026-04-21 16:57:43 /v1/models ................................. ~ 572.16ms
  2026-04-21 16:57:49 /v1/models ................................. ~ 571.57ms
  2026-04-21 16:57:55 /v1/models ................................. ~ 572.58ms
  2026-04-21 16:58:01 /v1/models ................................. ~ 573.66ms
  2026-04-21 16:58:07 /v1/models ................................. ~ 500.80ms
  2026-04-21 16:58:13 /v1/models ................................... ~ 0.47ms
  2026-04-21 16:58:19 /v1/models ................................. ~ 575.09ms
  2026-04-21 16:58:25 /v1/models ....................................... ~ 1s
  2026-04-21 16:58:31 /v1/models ................................. ~ 572.27ms
  2026-04-21 16:58:37 /v1/models ................................. ~ 573.19ms
  2026-04-21 16:58:43 /v1/models ................................. ~ 598.63ms
  2026-04-21 16:58:49 /v1/models ................................. ~ 567.16ms
  2026-04-21 16:58:55 /v1/models ................................. ~ 517.84ms
  2026-04-21 16:59:01 /v1/models ................................. ~ 575.26ms
  2026-04-21 16:59:07 /v1/models ................................. ~ 575.51ms
  2026-04-21 16:59:13 /v1/models ................................. ~ 500.57ms
  2026-04-21 16:59:19 /v1/models ................................... ~ 0.36ms
  2026-04-21 16:59:25 /v1/models ................................. ~ 569.05ms
  2026-04-21 16:59:31 /v1/models ................................. ~ 500.59ms
  2026-04-21 16:59:37 /v1/models ....................................... ~ 1s
  2026-04-21 16:59:43 /v1/models ................................. ~ 500.67ms
  2026-04-21 16:59:49 /v1/models ................................. ~ 575.24ms
  2026-04-21 16:59:56 /v1/models ................................. ~ 573.71ms
  2026-04-21 17:00:02 /v1/models ....................................... ~ 1s
  2026-04-21 17:00:08 /v1/models ....................................... ~ 1s
  2026-04-21 17:00:14 /v1/models ....................................... ~ 1s
  2026-04-21 17:00:21 /v1/models ....................................... ~ 1s
  2026-04-21 17:00:27 /v1/models ....................................... ~ 1s
  2026-04-21 17:00:34 /v1/models ................................. ~ 531.13ms
  2026-04-21 17:00:40 /v1/models ....................................... ~ 1s
  2026-04-21 17:00:47 /v1/models ................................. ~ 572.18ms
  2026-04-21 17:00:53 /v1/models ................................. ~ 519.88ms
  2026-04-21 17:01:00 /v1/models ................................. ~ 533.22ms
  2026-04-21 17:01:06 /v1/models ................................. ~ 574.61ms
  2026-04-21 17:01:12 /v1/models ................................. ~ 575.47ms
  2026-04-21 17:01:18 /v1/models ....................................... ~ 1s
  2026-04-21 17:01:24 /v1/models ....................................... ~ 1s
  2026-04-21 17:01:30 /v1/models ....................................... ~ 1s
  2026-04-21 17:01:36 /v1/models ................................. ~ 500.65ms
  2026-04-21 17:01:42 /v1/models ....................................... ~ 1s
  2026-04-21 17:01:49 /v1/models ....................................... ~ 1s
  2026-04-21 17:01:55 /v1/models ................................. ~ 558.00ms
  2026-04-21 17:02:01 /v1/models ................................. ~ 501.10ms
  2026-04-21 17:02:06 /v1/models ................................. ~ 501.01ms
  2026-04-21 17:02:12 /v1/models ................................. ~ 500.60ms
  2026-04-21 17:02:18 /v1/models ................................. ~ 501.31ms
  2026-04-21 17:02:24 /v1/models ....................................... ~ 1s
  2026-04-21 17:02:30 /v1/models ....................................... ~ 1s
  2026-04-21 17:02:36 /v1/models ....................................... ~ 1s
  2026-04-21 17:02:42 /v1/models ....................................... ~ 1s
  2026-04-21 17:02:48 /v1/models ................................. ~ 500.68ms
  2026-04-21 17:02:54 /v1/models ................................. ~ 502.24ms
  2026-04-21 17:02:59 /v1/models ................................. ~ 574.83ms
  2026-04-21 17:03:05 /v1/models ................................. ~ 503.79ms
  2026-04-21 17:03:11 /v1/models ................................. ~ 572.98ms
  2026-04-21 17:03:17 /v1/models ................................. ~ 574.63ms
  2026-04-21 17:03:23 /v1/models ................................. ~ 575.96ms
  2026-04-21 17:03:29 /v1/models ................................. ~ 569.25ms
  2026-04-21 17:03:35 /v1/models ................................. ~ 574.69ms
  2026-04-21 17:03:41 /v1/models ................................. ~ 575.59ms
  2026-04-21 17:03:47 /v1/models ................................. ~ 500.71ms
  2026-04-21 17:03:53 /v1/models ................................. ~ 501.35ms
  2026-04-21 17:03:58 /v1/models ................................. ~ 572.88ms
  2026-04-21 17:04:04 /v1/models ................................. ~ 501.85ms
  2026-04-21 17:04:10 /v1/models ................................. ~ 500.51ms
  2026-04-21 17:04:15 /v1/models ................................. ~ 509.36ms
  2026-04-21 17:04:21 /v1/models ................................. ~ 501.10ms
  2026-04-21 17:04:26 /v1/models ................................. ~ 544.05ms
  2026-04-21 17:04:32 /v1/models ................................. ~ 499.63ms
  2026-04-21 17:04:37 /v1/models ................................. ~ 569.00ms
  2026-04-21 17:04:43 /v1/models ................................. ~ 500.31ms
  2026-04-21 17:04:48 /v1/models ................................. ~ 574.68ms
  2026-04-21 17:04:54 /v1/models ................................. ~ 567.09ms
  2026-04-21 17:04:59 /v1/models ................................. ~ 500.91ms
  2026-04-21 17:05:05 /v1/models ................................... ~ 0.34ms
  2026-04-21 17:05:10 /v1/models ................................. ~ 564.15ms
  2026-04-21 17:05:16 /v1/models ................................. ~ 500.61ms
  2026-04-21 17:05:21 /v1/models ................................... ~ 0.47ms
  2026-04-21 17:05:27 /v1/models ................................. ~ 500.46ms
  2026-04-21 17:05:33 /v1/models ................................. ~ 506.24ms
  2026-04-21 17:05:39 /v1/models ................................. ~ 569.30ms
  2026-04-21 17:05:45 /v1/models ................................. ~ 501.02ms
  2026-04-21 17:05:51 /v1/models ................................. ~ 500.61ms
  2026-04-21 17:05:57 /v1/models ................................. ~ 501.13ms
  2026-04-21 17:06:03 /v1/models ................................. ~ 500.79ms
  2026-04-21 17:06:09 /v1/models ................................. ~ 500.66ms
  2026-04-21 17:06:15 /v1/models ................................. ~ 500.95ms
  2026-04-21 17:06:21 /v1/models ....................................... ~ 1s
  2026-04-21 17:06:27 /v1/models ................................. ~ 500.71ms
  2026-04-21 17:06:32 /v1/models ................................. ~ 574.45ms
  2026-04-21 17:06:38 /v1/models ................................. ~ 500.98ms
  2026-04-21 17:06:43 /v1/models ................................. ~ 501.08ms
  2026-04-21 17:06:49 /v1/models ................................. ~ 574.38ms
  2026-04-21 17:06:54 /v1/models ....................................... ~ 1s
  2026-04-21 17:07:00 /v1/models ................................. ~ 574.89ms
  2026-04-21 17:07:05 /v1/models ................................. ~ 576.29ms
  2026-04-21 17:07:11 /v1/models ................................. ~ 500.66ms
  2026-04-21 17:07:16 /v1/models ................................... ~ 0.41ms
  2026-04-21 17:07:22 /v1/models ................................. ~ 573.94ms
  2026-04-21 17:07:28 /v1/models ................................. ~ 574.29ms
  2026-04-21 17:07:34 /v1/models ................................. ~ 500.82ms
  2026-04-21 17:07:40 /v1/models ................................. ~ 500.99ms
  2026-04-21 17:07:46 /v1/models ....................................... ~ 1s
  2026-04-21 17:07:52 /v1/models ................................. ~ 500.66ms
  2026-04-21 17:07:58 /v1/models ................................. ~ 500.79ms
  2026-04-21 17:08:03 /v1/models ................................. ~ 581.05ms
  2026-04-21 17:08:09 /v1/models ....................................... ~ 1s
  2026-04-21 17:08:15 /v1/models ....................................... ~ 2s
  2026-04-21 17:08:22 /v1/models ....................................... ~ 1s
  2026-04-21 17:08:29 /v1/models ....................................... ~ 1s
  2026-04-21 17:08:35 /v1/models ....................................... ~ 1s
  2026-04-21 17:08:42 /v1/models ....................................... ~ 2s
  2026-04-21 17:08:50 /v1/models ....................................... ~ 2s
  2026-04-21 17:08:58 /v1/models ....................................... ~ 1s
  2026-04-21 17:09:05 /v1/models ....................................... ~ 1s
  2026-04-21 17:09:11 /v1/models ....................................... ~ 1s
  2026-04-21 17:09:17 /v1/models ....................................... ~ 1s
  2026-04-21 17:09:24 /v1/models ....................................... ~ 1s
  2026-04-21 17:09:30 /v1/models ....................................... ~ 2s
  2026-04-21 17:09:38 /v1/models ................................. ~ 566.19ms
  2026-04-21 17:09:44 /v1/models ....................................... ~ 2s
  2026-04-21 17:09:52 /v1/models ....................................... ~ 1s
  2026-04-21 17:09:59 /v1/models ................................. ~ 543.79ms
  2026-04-21 17:10:05 /v1/models ................................. ~ 500.67ms
  2026-04-21 17:10:11 /v1/models ................................. ~ 571.40ms
  2026-04-21 17:10:17 /v1/models ................................. ~ 571.64ms
  2026-04-21 17:10:23 /v1/models ................................... ~ 0.40ms
  2026-04-21 17:10:29 /v1/models ................................. ~ 501.01ms
  2026-04-21 17:10:35 /v1/models ................................. ~ 574.86ms
  2026-04-21 17:10:41 /v1/models ................................. ~ 575.90ms
  2026-04-21 17:10:47 /v1/models ................................. ~ 574.53ms
